iteration,mean_reward,success_rate,lift_rate,min_xy_after_lift,bowl_radius_after_lift_rate,tight_radius_after_lift_rate,object_to_bowl_xy_reward,lifting_reward,lift_progress_reward
3439,88.62,0.0,0.8687,0.1522,0.0,0.0,2.4284,10.8443,3.6331
3440,86.25,0.0,0.8892,0.1514,0.0,0.0,2.4823,11.0816,3.71
3441,86.25,0.0,0.8738,0.1524,0.0,0.0,2.4317,10.8956,3.6484
3442,89.88,0.0023,0.8857,0.1506,0.0023,0.0023,2.4806,11.0514,3.6998
3443,91.34,0.0,0.9014,0.1524,0.0,0.0,2.4915,11.1507,3.7288
3444,89.38,0.0026,0.9151,0.1529,0.0026,0.0026,2.548,11.4541,3.8363
3445,90.65,0.0,0.8775,0.1515,0.0,0.0,2.471,11.1377,3.73
3446,89.19,0.0,0.8775,0.1528,0.0,0.0,2.4028,10.7778,3.6068
3447,87.95,0.0,0.8871,0.1515,0.0,0.0,2.5052,11.2479,3.7666
3448,81.35,0.0,0.8732,0.1537,0.0,0.0,2.3894,10.6539,3.5669
3449,85.1,0.0,0.8918,0.152,0.0,0.0,2.479,11.0903,3.7137
3450,94.58,0.0,0.8939,0.1524,0.0,0.0,2.4854,11.1225,3.7247
3451,93.71,0.0,0.8747,0.1524,0.0,0.0,2.4646,11.1002,3.7189
3452,91.4,0.0,0.9011,0.1522,0.002,0.0,2.5022,11.1761,3.7393
3453,96.92,0.0013,0.9105,0.1539,0.0013,0.0013,2.5272,11.402,3.8191
3454,86.63,0.0,0.8959,0.1524,0.0,0.0,2.5057,11.3092,3.7878
3455,93.36,0.0,0.8968,0.1554,0.0,0.0,2.5038,11.3712,3.8085
3456,89.98,0.0,0.8862,0.1526,0.0,0.0,2.4621,11.0703,3.7054
3457,92.39,0.0,0.9202,0.1552,0.0,0.0,2.5117,11.3899,3.8129
3458,92.21,0.0,0.8885,0.1514,0.0,0.0,2.4929,11.1788,3.7428
3459,90.43,0.003,0.8979,0.1527,0.003,0.003,2.501,11.2982,3.7832
3460,96.95,0.0,0.9133,0.1531,0.0022,0.0,2.5635,11.5431,3.8647
3461,91.87,0.0,0.879,0.1508,0.0,0.0,2.4664,11.0116,3.6858
3462,94.0,0.0,0.8826,0.1513,0.0,0.0,2.5113,11.2634,3.7724
3463,80.91,0.0,0.8703,0.1514,0.0,0.0,2.4094,10.7753,3.6083
3464,91.46,0.0,0.8833,0.1513,0.0,0.0,2.4764,11.0685,3.6986
3465,89.12,0.0025,0.896,0.1535,0.0025,0.0025,2.4708,11.1365,3.7283
3466,87.38,0.0035,0.8718,0.1507,0.0035,0.0035,2.4669,11.0204,3.6902
3467,91.89,0.0,0.9041,0.1511,0.0,0.0,2.5572,11.4133,3.8215
3468,86.97,0.0,0.8649,0.1519,0.0,0.0,2.4253,10.904,3.6516
3469,88.62,0.0,0.8949,0.1503,0.0023,0.0,2.5074,11.1441,3.7265
3470,90.36,0.0,0.8861,0.1515,0.0,0.0,2.5003,11.1821,3.7444
3471,91.9,0.0,0.8763,0.1507,0.0,0.0,2.4618,10.9589,3.67
3472,90.51,0.0015,0.8966,0.1489,0.0015,0.0015,2.5332,11.237,3.7619
3473,92.88,0.0,0.9024,0.1505,0.0,0.0,2.5323,11.3124,3.7869
3474,90.08,0.0,0.9179,0.1516,0.0,0.0,2.5791,11.624,3.893
3475,85.14,0.0021,0.8865,0.1499,0.0021,0.0021,2.4703,11.0159,3.6866
3476,88.49,0.0046,0.876,0.1483,0.0046,0.0046,2.4455,10.9186,3.6552
3477,92.17,0.0,0.8825,0.1502,0.0,0.0,2.4729,11.1527,3.7346
3478,88.34,0.0032,0.9001,0.1518,0.0032,0.0,2.4905,11.1968,3.7444
3479,87.02,0.0,0.8877,0.1515,0.0,0.0,2.4926,11.1559,3.7359
3480,89.19,0.0,0.9028,0.15,0.0,0.0,2.5298,11.349,3.8003
3481,86.29,0.0,0.9047,0.1494,0.0,0.0,2.5301,11.3429,3.7996
3482,88.83,0.0,0.8587,0.1504,0.0,0.0,2.4025,10.836,3.6291
3483,87.82,0.0,0.8938,0.1525,0.0,0.0,2.4609,11.078,3.7083
3484,87.12,0.0,0.8788,0.1507,0.0,0.0,2.4636,11.0623,3.7034
3485,89.2,0.0,0.9077,0.1499,0.0,0.0,2.5109,11.2008,3.7486
3486,90.01,0.0038,0.8846,0.148,0.0038,0.0038,2.4669,10.9811,3.674
3487,89.58,0.0055,0.9262,0.1495,0.0055,0.0055,2.5545,11.4552,3.8327
3488,97.12,0.0018,0.9168,0.1502,0.0018,0.0018,2.5808,11.6245,3.8941
3489,94.89,0.0,0.9136,0.1501,0.0,0.0,2.5689,11.5329,3.8619
3490,94.41,0.0,0.8963,0.1482,0.0032,0.0,2.5324,11.3554,3.8033
3491,87.27,0.0,0.8885,0.1493,0.0,0.0,2.4759,11.149,3.7333
3492,83.29,0.0,0.8653,0.1485,0.0,0.0,2.4361,10.9053,3.6523
3493,88.52,0.0022,0.878,0.1487,0.0022,0.0022,2.429,10.9068,3.6516
3494,93.23,0.0,0.8964,0.1482,0.0,0.0,2.5196,11.253,3.7689
3495,85.26,0.0,0.8806,0.146,0.0026,0.0,2.479,11.0133,3.6857
3496,86.4,0.0021,0.8771,0.1482,0.0021,0.0021,2.4819,11.1321,3.7282
3497,87.25,0.0,0.8883,0.1482,0.0,0.0,2.4902,11.116,3.7207
3498,90.89,0.0,0.8687,0.1475,0.0,0.0,2.4294,10.898,3.6489
3499,87.44,0.0,0.8972,0.1459,0.0025,0.0,2.5507,11.4205,3.8245
3500,84.4,0.0,0.8728,0.1484,0.0,0.0,2.4233,10.8635,3.6357
3501,91.67,0.0,0.8971,0.1496,0.0,0.0,2.4658,11.1149,3.7223
3502,94.2,0.0028,0.8924,0.1492,0.0028,0.0028,2.4745,11.1345,3.7275
3503,86.72,0.0019,0.8779,0.1472,0.0019,0.0019,2.4493,10.9276,3.6574
3504,93.52,0.0,0.863,0.1457,0.0,0.0,2.467,11.0607,3.7046
3505,96.28,0.0,0.9222,0.147,0.0,0.0,2.5599,11.4404,3.8295
3506,90.05,0.0,0.9032,0.1475,0.0,0.0,2.5321,11.3561,3.803
3507,93.92,0.0042,0.9111,0.1467,0.0061,0.0061,2.5504,11.4429,3.8307
3508,90.94,0.0,0.9201,0.1481,0.0,0.0,2.5786,11.6386,3.8981
3509,89.85,0.0,0.9042,0.1467,0.0,0.0,2.5393,11.4178,3.8241
3510,90.85,0.0,0.8873,0.1477,0.0,0.0,2.4781,11.1209,3.7228
3511,93.07,0.0025,0.8897,0.1476,0.0042,0.0,2.4503,10.9291,3.6555
3512,85.51,0.0023,0.8867,0.1465,0.0023,0.0023,2.4466,10.9372,3.6622
3513,92.88,0.0,0.8965,0.1475,0.0023,0.0,2.5244,11.3574,3.8041
3514,98.47,0.0,0.9225,0.1466,0.0,0.0,2.5951,11.6723,3.9093
3515,91.15,0.0,0.9006,0.1481,0.0,0.0,2.4903,11.1613,3.7359
3516,95.33,0.0,0.9042,0.1474,0.0,0.0,2.544,11.4146,3.8225
3517,92.1,0.0,0.9118,0.1476,0.0,0.0,2.5646,11.5127,3.8561
3518,87.62,0.0,0.8797,0.1481,0.0,0.0,2.4362,10.9028,3.6503
3519,89.31,0.0,0.8956,0.1491,0.0,0.0,2.4674,11.0908,3.7105
3520,94.43,0.0,0.9015,0.1489,0.0042,0.0042,2.5003,11.3153,3.7906
3521,94.59,0.0,0.9293,0.147,0.0028,0.0,2.6381,11.8628,3.9725
3522,91.19,0.0,0.9057,0.1464,0.0026,0.0,2.5427,11.4242,3.8261
3523,85.61,0.0018,0.8749,0.1472,0.0018,0.0018,2.4447,11.0215,3.6914
3524,91.28,0.0,0.9091,0.1481,0.0022,0.0,2.5113,11.32,3.7902
3525,94.51,0.003,0.8972,0.1485,0.003,0.0,2.4697,11.1617,3.7286
3526,96.54,0.0,0.9124,0.1495,0.0,0.0,2.5396,11.5041,3.8512
3527,96.0,0.0,0.905,0.1505,0.0,0.0,2.507,11.3613,3.8049
3528,88.93,0.0,0.9112,0.151,0.0,0.0,2.5161,11.4154,3.8237
3529,92.94,0.0028,0.8996,0.1493,0.0028,0.0,2.5062,11.3242,3.7915
3530,94.21,0.0019,0.9005,0.1486,0.0019,0.0019,2.518,11.3593,3.8037
3531,87.37,0.0061,0.8787,0.1473,0.0061,0.0061,2.4434,11.0009,3.6834
3532,93.11,0.0026,0.8983,0.1492,0.0026,0.0026,2.5023,11.3408,3.7974
3533,86.55,0.0,0.9,0.148,0.0022,0.0,2.4845,11.1924,3.7476
3534,89.17,0.0,0.9175,0.148,0.003,0.003,2.5709,11.5256,3.847
3535,92.78,0.0035,0.9123,0.1463,0.0035,0.0035,2.5426,11.3786,3.8073
3536,85.72,0.0,0.8899,0.1498,0.0,0.0,2.4487,11.0503,3.6987
3537,94.12,0.0,0.9191,0.1487,0.0,0.0,2.5766,11.5982,3.8833
3538,92.52,0.003,0.8689,0.148,0.006,0.006,2.4321,10.9187,3.657
3539,87.8,0.0,0.8851,0.1484,0.0,0.0,2.472,11.0834,3.7115
3540,86.12,0.0,0.8885,0.1484,0.0026,0.0,2.4834,11.161,3.7366
3541,90.52,0.0019,0.8965,0.1469,0.0019,0.0019,2.4554,10.9462,3.662
3542,89.96,0.0,0.867,0.1457,0.0,0.0,2.4452,10.9044,3.6531
3543,91.97,0.0,0.8726,0.1447,0.0,0.0,2.4688,10.9727,3.6741
3544,91.15,0.0026,0.8761,0.1459,0.0026,0.0026,2.4643,10.9888,3.6788
3545,90.2,0.0,0.9296,0.1461,0.0018,0.0,2.6113,11.654,3.9024
3546,90.56,0.0,0.9206,0.148,0.0,0.0,2.553,11.4497,3.8327
3547,92.25,0.0,0.9115,0.147,0.0,0.0,2.5506,11.4293,3.8274
3548,93.97,0.0,0.8915,0.145,0.0,0.0,2.5191,11.2135,3.7555
3549,86.98,0.0,0.9145,0.1461,0.0,0.0,2.5403,11.356,3.8026
3550,89.73,0.0026,0.8983,0.1451,0.0026,0.0026,2.4873,11.0422,3.6953
3551,95.13,0.0026,0.9097,0.1436,0.0026,0.0026,2.563,11.3462,3.798
3552,90.59,0.0,0.8735,0.1461,0.0,0.0,2.4474,10.877,3.6426
3553,85.98,0.0025,0.8691,0.1434,0.0025,0.0025,2.4521,10.8466,3.6322
3554,82.69,0.0,0.8693,0.1425,0.0025,0.0,2.4236,10.63,3.5576
3555,88.65,0.0026,0.8811,0.1456,0.0026,0.0026,2.4841,11.067,3.7058
3556,95.91,0.0,0.9058,0.1454,0.0,0.0,2.56,11.4127,3.8212
3557,87.71,0.0,0.8921,0.1469,0.0,0.0,2.5057,11.2131,3.755
3558,87.62,0.0,0.884,0.1457,0.0,0.0,2.5026,11.1431,3.7325
3559,88.31,0.0,0.8919,0.1447,0.0,0.0,2.5277,11.1844,3.7458
3560,92.94,0.0017,0.911,0.1453,0.0017,0.0017,2.5756,11.4197,3.8235
3561,91.05,0.0084,0.9086,0.1435,0.0084,0.0084,2.545,11.1989,3.747
3562,90.23,0.0,0.9055,0.147,0.0026,0.0,2.5524,11.3013,3.7689
3563,93.11,0.0,0.8982,0.146,0.0032,0.0,2.527,11.264,3.7713
3564,87.11,0.0,0.8873,0.1475,0.0,0.0,2.4789,11.0893,3.7147
3565,90.96,0.0,0.9114,0.1449,0.0047,0.0047,2.5328,11.2492,3.7657
3566,89.37,0.0,0.8965,0.1467,0.0,0.0,2.5194,11.2867,3.7802
3567,96.75,0.0,0.9117,0.1452,0.0043,0.0,2.5666,11.4101,3.8193
3568,89.08,0.0,0.9183,0.1445,0.0,0.0,2.5584,11.3754,3.8101
3569,96.73,0.0,0.9011,0.1458,0.0,0.0,2.5602,11.4208,3.8107
3570,96.36,0.0032,0.9204,0.1466,0.0032,0.0032,2.5651,11.47,3.8398
3571,91.32,0.0042,0.9012,0.1447,0.0042,0.0,2.5134,11.1582,3.7337
3572,92.28,0.0084,0.9106,0.1451,0.0084,0.0022,2.5741,11.4923,3.8464
3573,88.02,0.0,0.9053,0.1451,0.0,0.0,2.5557,11.393,3.8148
3574,92.48,0.0026,0.9157,0.1454,0.0026,0.0026,2.5514,11.3618,3.8021
3575,92.09,0.0,0.9322,0.1443,0.0,0.0,2.6137,11.5916,3.8821
3576,89.41,0.0021,0.8868,0.1445,0.0021,0.0021,2.5003,11.1597,3.7372
3577,93.22,0.0023,0.924,0.1426,0.0023,0.0023,2.628,11.6408,3.8993
3578,90.14,0.0,0.9163,0.1462,0.0,0.0,2.5632,11.4569,3.8352
3579,93.14,0.0,0.9258,0.1464,0.0,0.0,2.5647,11.4975,3.8486
3580,83.96,0.0023,0.9246,0.1453,0.0023,0.0023,2.5644,11.3751,3.805
3581,88.66,0.0088,0.887,0.1455,0.0088,0.0088,2.4293,10.8003,3.6114
3582,95.83,0.0017,0.9115,0.1479,0.0017,0.0017,2.5365,11.3983,3.8164
3583,93.62,0.0,0.9302,0.1456,0.0,0.0,2.6031,11.5724,3.8749
3584,94.19,0.0,0.8979,0.1479,0.0025,0.0,2.5184,11.3415,3.7974
3585,89.02,0.0,0.9202,0.1464,0.0,0.0,2.5666,11.4237,3.8237
3586,92.77,0.0046,0.9121,0.1448,0.007,0.007,2.5749,11.4741,3.8412
3587,91.83,0.0,0.8896,0.1438,0.0,0.0,2.4955,11.0754,3.7083
3588,87.64,0.0,0.8918,0.1454,0.0,0.0,2.4988,11.1827,3.7441
3589,90.05,0.0023,0.9023,0.1476,0.0049,0.0023,2.4793,11.0809,3.7077
3590,85.09,0.0,0.8797,0.1478,0.0,0.0,2.4496,10.9991,3.6833
3591,96.26,0.0,0.9284,0.147,0.0,0.0,2.5674,11.5042,3.853
3592,92.74,0.0,0.9223,0.1461,0.0,0.0,2.5694,11.4783,3.8425
3593,96.26,0.0035,0.9033,0.1458,0.0035,0.0035,2.5154,11.2552,3.7677
3594,89.71,0.0,0.9363,0.147,0.0,0.0,2.5904,11.6131,3.8867
3595,87.41,0.0,0.9216,0.1465,0.0,0.0,2.5565,11.4224,3.8244
3596,91.29,0.002,0.9227,0.145,0.002,0.002,2.5816,11.5241,3.8587
3597,89.21,0.0,0.9115,0.1454,0.0028,0.0,2.5541,11.3706,3.8067
3598,90.73,0.0045,0.8952,0.1454,0.0045,0.0045,2.5114,11.1988,3.7386
3599,87.31,0.0044,0.902,0.1458,0.0044,0.0018,2.5058,11.1537,3.7336
3600,85.94,0.0,0.8997,0.1463,0.0,0.0,2.525,11.3014,3.7855
3601,94.62,0.0019,0.8932,0.1481,0.0019,0.0019,2.5066,11.2759,3.7765
3602,95.83,0.0058,0.9258,0.1467,0.0058,0.0058,2.5852,11.6059,3.8855
3603,97.83,0.0,0.897,0.1438,0.0,0.0,2.5602,11.3498,3.8024
3604,86.98,0.0,0.89,0.1453,0.0,0.0,2.4802,11.0272,3.6907
3605,90.55,0.0,0.8974,0.1473,0.0,0.0,2.5082,11.2219,3.7575
3606,90.96,0.0,0.9115,0.1447,0.0025,0.0,2.581,11.4596,3.8359
3607,97.45,0.0045,0.9269,0.1466,0.0045,0.0,2.5827,11.5213,3.8564
3608,93.3,0.0076,0.9098,0.1442,0.0076,0.0076,2.5063,11.1637,3.7351
3609,94.73,0.0,0.8967,0.1449,0.0,0.0,2.5442,11.3018,3.7857
3610,94.05,0.0026,0.9111,0.1444,0.0026,0.0026,2.5533,11.3164,3.7871
3611,89.16,0.0,0.9212,0.1468,0.0,0.0,2.5818,11.5303,3.8627
3612,89.44,0.0031,0.9102,0.145,0.0055,0.0031,2.576,11.4316,3.8279
3613,94.13,0.0,0.8993,0.144,0.0,0.0,2.5349,11.2587,3.7709
3614,92.6,0.0023,0.9087,0.1473,0.01,0.0042,2.5416,11.3868,3.8126
3615,88.5,0.0,0.8906,0.1477,0.0044,0.0,2.4901,11.2763,3.7769
3616,92.14,0.0,0.9158,0.1475,0.0,0.0,2.5469,11.4219,3.825
3617,88.64,0.0,0.8854,0.1453,0.0,0.0,2.4558,10.973,3.6743
3618,89.13,0.0,0.9057,0.1467,0.0,0.0,2.5136,11.3077,3.7857
3619,94.13,0.0051,0.9104,0.1453,0.0051,0.003,2.5285,11.3777,3.8063
3620,91.33,0.0026,0.9133,0.1482,0.0026,0.0,2.5155,11.3967,3.8166
3621,90.82,0.0,0.9073,0.1487,0.0,0.0,2.5159,11.4192,3.8224
3622,90.94,0.0,0.9033,0.1463,0.0,0.0,2.517,11.3164,3.7891
3623,95.15,0.0,0.9073,0.1456,0.0035,0.0,2.5379,11.401,3.8186
3624,97.13,0.0,0.9091,0.146,0.0,0.0,2.5453,11.442,3.8289
3625,95.91,0.0,0.9115,0.1465,0.0,0.0,2.5642,11.5214,3.8594
3626,90.06,0.0,0.9009,0.145,0.0,0.0,2.527,11.2595,3.7712
3627,87.44,0.0021,0.8709,0.1458,0.0021,0.0,2.4164,10.827,3.6243
3628,98.32,0.0,0.8947,0.1459,0.0065,0.002,2.511,11.2404,3.765
3629,93.2,0.0,0.8939,0.1459,0.0,0.0,2.5142,11.2319,3.7611
3630,91.24,0.0,0.9182,0.1472,0.0,0.0,2.5767,11.5874,3.8809
3631,92.16,0.0,0.9134,0.1463,0.0045,0.0022,2.5785,11.6301,3.8957
3632,93.08,0.0,0.9277,0.1462,0.0,0.0,2.6027,11.6273,3.8875
3633,88.68,0.0,0.8984,0.1453,0.0,0.0,2.5083,11.1549,3.7347
3634,82.73,0.0,0.8792,0.1443,0.002,0.0,2.4615,10.9835,3.6771
3635,86.47,0.0019,0.9126,0.1448,0.0083,0.0019,2.5524,11.2924,3.7718
3636,88.76,0.0,0.897,0.1461,0.0,0.0,2.513,11.2367,3.7621
3637,94.56,0.0018,0.9076,0.145,0.004,0.0018,2.5581,11.4093,3.8206
3638,89.69,0.0,0.9141,0.1465,0.0,0.0,2.5343,11.3076,3.7867
3639,95.31,0.0,0.9175,0.1451,0.0028,0.0028,2.6115,11.6751,3.91
3640,90.75,0.0,0.8846,0.1459,0.0,0.0,2.4872,11.0813,3.7106
3641,90.58,0.0,0.885,0.1455,0.0,0.0,2.5108,11.2398,3.7658
3642,90.04,0.0,0.8918,0.1441,0.0,0.0,2.5306,11.2494,3.7611
3643,97.79,0.0062,0.9089,0.1445,0.0062,0.0032,2.5143,11.1937,3.7454
3644,89.82,0.0,0.9111,0.1443,0.002,0.0,2.5385,11.3504,3.7999
3645,95.98,0.0,0.914,0.1444,0.0032,0.0032,2.5656,11.4602,3.8364
3646,92.73,0.0,0.927,0.1427,0.0,0.0,2.5776,11.4652,3.8378
3647,95.74,0.0,0.9195,0.1445,0.0025,0.0025,2.5673,11.4597,3.8371
3648,85.0,0.0023,0.8826,0.1429,0.0069,0.0023,2.4818,11.0318,3.694
3649,91.64,0.0,0.8761,0.1438,0.0,0.0,2.474,10.9849,3.6724
3650,92.16,0.0,0.9192,0.1442,0.0035,0.0,2.5894,11.5531,3.8692
3651,93.59,0.004,0.8919,0.1434,0.004,0.004,2.4867,11.0513,3.702
3652,90.04,0.0023,0.9158,0.1447,0.0023,0.0023,2.5894,11.6162,3.8907
3653,95.04,0.0,0.9045,0.144,0.0,0.0,2.5743,11.4756,3.8435
3654,90.5,0.0064,0.9054,0.1423,0.0064,0.0064,2.5278,11.2327,3.7624
3655,88.14,0.0028,0.8895,0.146,0.0028,0.0028,2.4733,11.0772,3.7107
3656,95.25,0.0,0.9168,0.1468,0.0,0.0,2.5535,11.5818,3.8781
3657,92.67,0.0,0.9172,0.1458,0.0,0.0,2.5289,11.3876,3.8129
3658,90.3,0.0028,0.9254,0.1448,0.0028,0.0028,2.538,11.3597,3.803
3659,92.97,0.0,0.8862,0.1458,0.0,0.0,2.4482,11.0797,3.7098
3660,89.26,0.0,0.9131,0.1468,0.0,0.0,2.5019,11.321,3.7915
3661,87.72,0.0,0.9007,0.146,0.0,0.0,2.4861,11.2581,3.7714
3662,96.65,0.0038,0.9203,0.1433,0.0055,0.0038,2.5324,11.3732,3.8085
3663,87.52,0.0035,0.9054,0.1433,0.0035,0.0035,2.5177,11.2768,3.7749
3664,93.65,0.0023,0.9103,0.1464,0.0023,0.0023,2.5225,11.3628,3.8053
3665,93.29,0.0025,0.9104,0.1463,0.0025,0.0025,2.5403,11.4474,3.8334
3666,84.57,0.0025,0.9071,0.1462,0.0025,0.0025,2.5035,11.3352,3.7963
3667,91.47,0.0022,0.9254,0.1437,0.0022,0.0,2.5786,11.5467,3.8671
3668,95.66,0.0023,0.9278,0.145,0.0107,0.0048,2.6019,11.7066,3.9208
3669,88.35,0.0,0.9022,0.1442,0.0,0.0,2.5274,11.2431,3.7629
3670,98.23,0.0,0.919,0.1461,0.0,0.0,2.5936,11.576,3.8761
3671,93.52,0.0032,0.9076,0.1441,0.0032,0.0032,2.5673,11.3992,3.8171
3672,92.83,0.0035,0.911,0.1451,0.0035,0.0,2.5014,11.1148,3.7204
3673,95.25,0.0,0.9256,0.1428,0.0,0.0,2.6122,11.5932,3.8805
3674,92.27,0.0026,0.905,0.1441,0.0026,0.0026,2.5417,11.3168,3.7882
3675,95.8,0.0035,0.9311,0.1433,0.0035,0.0035,2.6308,11.6871,3.9145
3676,92.0,0.0,0.9034,0.1456,0.0,0.0,2.5294,11.3385,3.7965
3677,91.56,0.0018,0.9129,0.1437,0.0054,0.0018,2.563,11.4422,3.8316
3678,95.13,0.0,0.9093,0.1428,0.0,0.0,2.5781,11.4582,3.8378
3679,95.17,0.0022,0.8964,0.1439,0.0098,0.006,2.4901,11.1371,3.7279
3680,93.89,0.0,0.9067,0.1452,0.0,0.0,2.5529,11.5426,3.8665
3681,88.65,0.0,0.9235,0.1444,0.0,0.0,2.5632,11.5534,3.869
3682,94.41,0.0,0.9209,0.1444,0.0,0.0,2.5807,11.6729,3.9092
3683,90.72,0.0,0.8814,0.1428,0.0023,0.0,2.4843,11.0957,3.7158
3684,93.2,0.0,0.9424,0.1446,0.0,0.0,2.658,11.926,3.9925
3685,90.13,0.0,0.9134,0.1442,0.0018,0.0,2.5847,11.5799,3.8776
3686,92.25,0.0045,0.9138,0.1429,0.0073,0.0045,2.5722,11.4517,3.8336
3687,93.23,0.0,0.9081,0.1442,0.0043,0.0,2.5424,11.3976,3.8182
3688,93.07,0.0,0.9119,0.1433,0.0023,0.0,2.5683,11.5336,3.8629
3689,91.05,0.0,0.9317,0.1449,0.0,0.0,2.6329,11.8289,3.963
3690,95.99,0.0021,0.9198,0.1439,0.0021,0.0021,2.5718,11.5675,3.8739
3691,93.52,0.0,0.8919,0.1433,0.0,0.0,2.5256,11.3187,3.7914
3692,91.19,0.0,0.8933,0.1435,0.0025,0.0,2.5021,11.2276,3.7612
3693,93.86,0.0,0.9124,0.1446,0.0026,0.0,2.5521,11.4709,3.8433
3694,84.95,0.0,0.9102,0.1435,0.0023,0.0,2.5337,11.2772,3.7755
3695,90.7,0.0,0.9064,0.145,0.0,0.0,2.5264,11.3243,3.7945
3696,95.86,0.0,0.9198,0.145,0.0,0.0,2.5702,11.5568,3.8694
3697,90.97,0.0,0.8993,0.1417,0.0042,0.0,2.5604,11.4149,3.8238
3698,92.35,0.0017,0.8831,0.1432,0.0017,0.0017,2.4699,11.0381,3.6949
3699,93.76,0.0,0.9105,0.143,0.0019,0.0019,2.5566,11.437,3.8297
3700,94.11,0.0046,0.9196,0.1421,0.0068,0.0046,2.6224,11.7053,3.9195
3701,95.17,0.0,0.9234,0.1438,0.0,0.0,2.6023,11.6606,3.9054
3702,96.49,0.0025,0.928,0.1416,0.0078,0.0025,2.6268,11.6386,3.8965
3703,96.67,0.0022,0.8944,0.1426,0.0048,0.0,2.5282,11.241,3.7639
3704,89.86,0.0032,0.9088,0.1435,0.0032,0.0032,2.5395,11.2947,3.781
3705,94.39,0.0,0.8887,0.1428,0.0021,0.0021,2.4983,11.1305,3.7257
3706,92.71,0.0,0.9035,0.1437,0.0,0.0,2.5282,11.285,3.78
3707,96.89,0.0049,0.9171,0.1425,0.0084,0.0049,2.5937,11.5901,3.8799
3708,91.68,0.0,0.8974,0.1428,0.0116,0.0032,2.5553,11.4247,3.8261
3709,98.31,0.0025,0.9482,0.1429,0.0054,0.0025,2.6773,11.9756,4.0105
3710,94.62,0.0046,0.9266,0.1438,0.0067,0.0,2.5929,11.6274,3.8919
3711,93.0,0.0028,0.9209,0.1441,0.0069,0.0028,2.5952,11.65,3.9016
3712,92.37,0.0,0.8977,0.1447,0.0,0.0,2.5105,11.2492,3.7669
3713,93.01,0.0018,0.9103,0.1439,0.0036,0.0018,2.5273,11.3458,3.7999
3714,95.81,0.0,0.9344,0.1439,0.0026,0.0,2.6612,11.9752,4.0119
3715,91.79,0.0,0.917,0.1436,0.0021,0.0,2.5807,11.4931,3.8471
3716,96.05,0.0035,0.9408,0.1448,0.005,0.0035,2.6708,12.0235,4.0271
3717,94.33,0.0,0.9246,0.1454,0.0,0.0,2.6122,11.786,3.948
3718,85.42,0.0,0.897,0.1434,0.0026,0.0,2.4968,11.1597,3.7379
3719,94.32,0.0,0.9015,0.1442,0.0,0.0,2.5466,11.3338,3.7953
3720,95.05,0.0,0.9169,0.1443,0.0,0.0,2.5847,11.6336,3.8963
3721,91.18,0.0023,0.8919,0.1442,0.0023,0.0,2.4984,11.1849,3.7445
3722,88.33,0.0032,0.8968,0.1432,0.0074,0.0032,2.5078,11.238,3.7618
3723,92.01,0.0019,0.9005,0.1453,0.0019,0.0019,2.5358,11.3715,3.8025
3724,95.78,0.0,0.9494,0.1446,0.0078,0.0,2.6329,11.8336,3.9628
3725,90.86,0.0,0.9237,0.1445,0.0,0.0,2.6217,11.7932,3.9505
3726,87.27,0.0042,0.9146,0.1454,0.0042,0.0042,2.567,11.6023,3.8866
3727,93.91,0.0025,0.9197,0.1437,0.0025,0.0025,2.5676,11.4778,3.8425
3728,88.44,0.0,0.911,0.1446,0.0054,0.0026,2.53,11.2105,3.7434
3729,91.17,0.0,0.9145,0.1438,0.0,0.0,2.5976,11.613,3.8901
3730,92.47,0.0025,0.9159,0.1437,0.0025,0.0025,2.5784,11.4065,3.8127
3731,86.12,0.0021,0.8911,0.1434,0.0042,0.0021,2.5308,11.2194,3.7438
3732,95.59,0.004,0.9076,0.1423,0.0084,0.004,2.5719,11.4631,3.8372
3733,92.97,0.0,0.9246,0.1444,0.0,0.0,2.6011,11.5736,3.8757
3734,89.05,0.0,0.9001,0.1444,0.0,0.0,2.5178,11.2794,3.7775
3735,91.87,0.0,0.9216,0.1438,0.0,0.0,2.5768,11.5058,3.8531
3736,92.54,0.0,0.8978,0.1452,0.0,0.0,2.5192,11.3351,3.7957
3737,90.21,0.0023,0.8808,0.1412,0.0023,0.0023,2.5067,11.121,3.7233
3738,83.23,0.0032,0.8926,0.1447,0.0058,0.0032,2.4817,11.2278,3.7596
3739,93.15,0.0,0.9301,0.1427,0.0022,0.0,2.6261,11.7559,3.9375
3740,90.51,0.0,0.9252,0.1431,0.0025,0.0,2.6077,11.6927,3.9163
3741,87.24,0.0,0.8906,0.1437,0.0,0.0,2.4888,11.2504,3.7696
3742,92.0,0.0061,0.9305,0.1419,0.0081,0.0061,2.5973,11.5899,3.8801
3743,93.82,0.0,0.9322,0.1427,0.0017,0.0,2.6199,11.7222,3.9261
3744,92.12,0.0044,0.909,0.1412,0.0095,0.0044,2.5459,11.3534,3.8001
3745,94.99,0.0,0.9189,0.1421,0.0,0.0,2.5842,11.6162,3.8905
3746,95.54,0.0,0.9391,0.1432,0.0,0.0,2.6165,11.7272,3.9267
3747,95.21,0.0,0.8958,0.1427,0.0,0.0,2.529,11.353,3.8025
3748,86.63,0.006,0.9126,0.1426,0.0106,0.003,2.5347,11.3436,3.7978
3749,92.03,0.0,0.8858,0.1421,0.0017,0.0,2.4992,11.1726,3.7415
